Date,Community,State,Dead,Injured,Total,Description
October 30,Aurora (2),Colorado,4,0,4,Four people were killed in a domestic dispute. Two of the victims had filed a restraining order against the shooter earlier in the week.[97]
October 30,Charleston (3),South Carolina,0,4,4,Four teenagers were wounded in an early morning shooting at an apartment complex.[98]
October 30,Philadelphia (23),Pennsylvania,0,6,6,Six people were shot during an argument outside Trilogy Nightclub in the Northern Liberties neighborhood.[99]
October 30,Memphis (6),Tennessee,1,3,4,One person was killed and three others injured in an early morning shooting near a parking lot.[100]
October 29,Tallahassee,Florida,1,9[n 3],10,"Nine people were shot, one fatally, during a shootout outside Half Time Liquors on W Pensacola St. One shooter was later shot by police.[101][102]"
October 29,Orlando (3),Florida,0,6,6,Six people inside the Toxic Lounge nightclub were shot in a drive by shooting.[103]
October 28,Toledo,Ohio,2,2,4,Two people were killed and two injured shortly before midnight at an after hours club.[104]
October 28,Pittsburgh (3),Pennsylvania,0,6,6,Six people were shot by multiple assailants outside a church in the Brighton Heights neighborhood during a funeral service for a person who was involved in a triple shooting two weeks prior that killed two bystanders. All six victims are expected to be okay.[105]
October 27,Broken Arrow,Oklahoma,8[n 2],0,8,"A couple and their six children were found deceased after reports of a house fire, in an apparent murder suicide.[106]"
October 26,Lubbock,Texas,4,0,4,A teenager and three adults were killed and their home later set on fire in the early morning.[107]
October 25,Hamilton,Ohio,2,2,4,Two men were killed and an adult and child wounded in an evening shooting.[108]
October 24,Greensboro (2),North Carolina,2,4,6,A teenager and adult were killed and four others wounded after gunfire erupted at a block party.[109]
October 24,St. Louis (5),Missouri,3[n 2],4,7,"2022 Central Visual and Performing Arts High School shooting: A gunman shot and killed two, injured four at Central Visual and Performing Arts High School, then was fatally shot by police. Three additional people were wounded in the evacuation and chaos.[110]"
October 24,Chicago (39),Illinois,1,3,4,A man was killed and three others wounded after a drive-by shooting in the Little Village neighborhood.[111]
October 23,Brownsville,Texas,0,5,5,Five people were wounded after someone opened fire at a cookout in the early morning.[112]
October 23,Chicago (38),Illinois,3,2,5,"At least five men were shot, three fatally, when gunfire erupted at an intersection taken over by a drag-racing caravan of more than 100 cars in the Brighton Park neighborhood in the southwestern part of the city.[113]"
October 23,Milwaukee (10),Wisconsin,0,4,4,A teenager and three adults were wounded in an early morning shooting.[114]
October 22,Milwaukee (9),Wisconsin,0,6,6,Six people were wounded in an early morning shooting.[115]
October 22,Oxford,North Carolina,0,6,6,Four adults and two children were wounded in a downtown evening shooting.[116]
October 22,Phoenix (8),Arizona,1,7,8,A gunman opened fire during a house party in Southwest Phoenix. At least one man was killed and seven others were injured.[117]
October 22,Cordele,Georgia,0,4,4,Four people were wounded after a shooter opened fire at a restaurant. He was later arrested.[118]
October 21,Cleveland,Mississippi,1,3,4,One person was killed and three others wounded.[119]
October 21,New Orleans (8),Louisiana,1,3,4,One person was killed and three injured during an evening shooting in the St. Roch neighborhood.[120]
October 21,Baton Rouge,Louisiana,0,11,11,A shooting injured 11 people at a fraternity house near Southern University's campus during its homecoming festivities.[121]
October 21,Hartland,Wisconsin,6[n 2],0,6,A man shot and killed his wife and four children before setting their apartment on fire and taking his own life.[122]
October 20,Cleveland (4),Ohio,0,5,5,"Five people were wounded after shooter entered a barbershop and opened fire, before fleeing in a vehicle.[123]"
October 17,Woodbridge,Virginia,4,0,4,Four adults were found deceased by officers responding to a call of gunshots at a home. An adult who lived in the home was later arrested as a suspect.[124]
October 16,El Paso,Texas,1,3,4,"An adult was killed and three others were wounded at a shopping center where a large crowd had gathered. The suspect was later arrested, and both the deceased and suspect were members of the armed forces at Fort Bliss.[125]"
October 16,Atlanta (9),Georgia,0,4,4,Four people were injured in a shooting at a homecoming party at Clark Atlanta University.[126]
October 16,Lancaster,California,0,4,4,Four people were wounded after gunfire erupted at a local apartment complex.[127]
October 16,Harrisonburg,Virginia,0,8,8,"An adult opened fire at a crowd during an early morning party near the James Madison University, and wounded eight.[128]"
October 15,Denver (6),Colorado,1,7,8,"A teenager opened fire at an early morning house party, killing one and injuring seven other teenagers.[129]"
October 15,Pittsburgh,Pennsylvania,3,1,4,Three people were killed and one wounded in a shooting in East Allegheny.[130]
October 15,Worcester,Massachusetts,0,6,6,"Six people were wounded in an early morning party at a warehouse, with several taken to hospitals by friends.[131]"
October 15,Freeport,New York,0,4,4,Four teenagers were injured in a drive-by shooting outside a house just before midnight.[132]
October 15,Itta Bena,Mississippi,2,7,9,Two people were killed and seven injured shortly before midnight.[133]
October 14,Philadelphia,Pennsylvania,0,4,4,"Four people were wounded shortly after midnight, near an intersection.[134]"
October 13,New Bern,North Carolina,0,4,4,Two adults and two teenagers were wounded in a home at night.[135]
October 13,Raleigh,North Carolina,5,2,7,2022 Raleigh shootings: Five people were killed and two wounded after a teenager went on a shooting spree in his neighborhood.[136]
October 13,Lanett,Alabama,0,6,6,Responding officers found six wounded people.[137]
October 10,Delano,California,2,2,4,Two people were killed and two injured in an afternoon drive-by shooting.[138]
October 10,Inman,South Carolina,5,0,5,Five people were killed in a shooting inside a home over the weekend.[139]
October 9,Okmulgee,Oklahoma,4,0,4,Four people were killed and dismembered inside a salvage yard on West 20 St and South Madison Ave.[140]
October 9,Miami (4),Florida,1,3,4,A man was killed and three others wounded in a drive-by shooting outside a home.[141]
October 9,Jacksonville,Arkansas,1,3,4,One man was killed and three others were injured in an evening shooting.[142]
October 9,Tampa (2),Florida,1,6,7,"One person was killed and six injured in the early morning outside a local bar. Two groups had been escorted outside after a  fight broke out, and the fight escalated after one left during the fight and returned armed.[143]"
October 9,Beaumont (2),Texas,0,5,5,Five people were wounded in the early morning in the parking lot of a local hookah bar and lounge.[144]
October 9,Henryetta,Oklahoma,4,0,4,Four men were killed and then dismembered and dumped in the Deep Fork River.[145]
October 8,Berkeley,California,1,3,4,One person was killed and three injured near UC Berkeley's campus after a fight escalated in the early morning. None of the victims were students.[146]
October 8,Hurtsboro,Alabama,2,2,4,"A couple were killed in an early morning shooting inside their home, where two others were wounded.[147]"
October 8,St. Joseph,Missouri,0,4,4,Four people were wounded after exiting a college party shortly before midnight in a drive-by shooting.[148]
October 7,Portland (5),Oregon,0,4,4,"In the early morning four people were wounded, after they had won money from a lottery machine and an individual with a gun had attempted to rob them.[149]"
October 7,Fort Worth (3),Texas,4,0,4,"Four people were killed inside a SUV in the Morningside neighborhood, during a potential drug deal. The SUV reportedly pulled up alongside a waiting Challenger, and a passenger exited the Challenger and entered the SUV with the shooting began shortly after.[150]"
October 6,Louisville (3),Kentucky,0,4,4,Four people were wounded during an evening shooting at Petersburg Park in Newburg.[151]
October 6,Washington (9),District of Columbia,0,4,4,Four people were shot near Tyler House Apartments in Northwest D.C..[152]
October 5,Baytown,Texas,2[n 2],3,5,"A shooter involved in a dispute on the side of the road, shot and killed an adult and wounded three others. The shooter was later wounded by responding police and died at the hospital.[153]"
October 4,Lafayette (2),Louisiana,4[n 2],0,4,"A shooting spree in Lafayette Parish left three people dead, with the suspected shooter then committing suicide.[154]"
October 2,Nashville (3),Tennessee,0,4,4,Four people were wounded in an evening shooting in East Nashville.[155]
October 2,Seattle,Washington,0,4,4,Four people were wounded while outside a local bar.[156]
October 1,Oakland (5),California,2,2,4,2022 Oakland party shooting: Two teenage brothers were killed and two other teenagers were wounded at a house party in the evening.[157]
October 1,Philadelphia (21),Pennsylvania,0,4,4,Four men were wounded after an early morning shooting in Frankford.[158]
September 30,Tulsa (2),Oklahoma,1,3,4,"A student was killed and another student, an adult, and child were wounded after a homecoming football game at McLain High School.[159]"
September 30,Marks,Mississippi,0,5,5,Five people were wounded after someone opened fire during an afterparty for a homecoming football game. Multiple others were wounded while attempting to flee the area.[160]
September 29,McGregor,Texas,5,1[n 2],6,Three adults and two teenagers were killed by a gunman who was later wounded and arrested by responding officers.[161]
September 28,Uniontown,Alabama,0,5,5,Five people were wounded in the evening.[162]
September 28,Columbus (5),Ohio,0,5,5,Five people were wounded in the early morning at a gentleman club after an argument broke out and escalated.[163]
September 28,Baltimore (12),Maryland,0,4,4,Four adults were wounded around midnight near a Northeast Baltimore apartment complex after a social gathering.[164]
September 28,New York City (17),New York,0,4,4,"Five hours after the previous NYC mass shooting, four people were shot and wounded in front of a building in Harlem.[165]"
September 28,New York City (16),New York,0,4,4,"Four bystanders, including two teenagers, were wounded in a shooting between two people at London Plane Tree Skate Park in Ozone Park, Queens[165]"
September 28,Oakland (4),California,1,5,6,"2022 Oakland school shooting: Four staff members and two students were shot by multiple gunmen at a complex that houses multiple schools. The shooting may have been tied to gang violence. One of the victims, died from his wounds in November 2022.[166]"
September 27,Goldsboro,North Carolina,0,4,4,Responding officers found four people wounded after a ShotSpotter alert.[167]
September 27,Jacksonville (2),Florida,0,4,4,Four men were wounded by gunfire after two people approached them and opened fire.[168]
September 27,Philadelphia (20),Pennsylvania,1,4,5,A 14 year old was killed and four others injured in a shooting while watching a football scrimmage at Roxborough High School.[169]
September 25,Harrisburg,Pennsylvania,0,4,4,Four people were wounded during a late night party after an altercation escalated.[170]
September 25,Hammond,Indiana,1,3,4,Responding officers found four people in the early morning with one person dying at the scene.[171]
September 24,Columbus (4),Ohio,1,3,4,A man was killed and three others wounded in the late evening outside of a motorcycle club.[172]
September 24,Louisville,Georgia,1,3,4,Four people were wounded during a large block party with multiple weapons shot during the event.[173]
September 22,Chicago (37),Illinois,0,4,4,Four men were wounded in Douglas on the South Side after a person approached them and opened fire.[174]
September 20,Mount Vernon,New York,0,4,4,Four people were wounded during an evening vigil.[175]
September 20,Niles,Michigan,2,3,5,A 15-year-old girl and an 18-year-old woman were killed and three others were wounded when a group of people approached a house and opened fire.[176]
September 19,Swainsboro,Georgia,1,3,4,"One person was killed and three wounded after an argument between the two groups escalated. One group reported left and returned armed and opened fire, resulting in a shootout.[177]"
September 18,Kenosha (3),Wisconsin,2,2,4,Two men were killed and two more wounded at a local bar. The bar has been the scene of other shootings in the past month.[178]
September 18,Allendale,Michigan,0,4,4,"Responding officers to a noise complaint near Grand Valley State University were then notified of shots fired near the location. At arrival they heard more gunfire and found four wounded, including two students.[179]"
September 18,Chicago (36),Illinois,2,2,4,"Four people were shot, two fatally while sitting on a porch on the South Side after a man pulled up and opened fire after exiting the vehicle.[180]"
September 18,Sunrise Manor,Nevada,0,5,5,"Five people were wounded at an early morning backyard birthday party. One person was initially targeted, with an additional four wounded when the crowd subdued the shooter.[181]"
September 18,New York City (15),New York,1,3,4,"Four people were shot, one fatally, in a drive-by shooting on 41st St and Warren St in Elmhurst[182]"
September 17,Minneapolis (9),Minnesota,0,6,6,Six people were injured in two shootings minutes apart from each other between 400 block and 800 block of Hennepin Avenue in downtown Minneapolis.[183]
September 17,Blue Springs,Missouri,0,5,5,Five people were wounded on US 40 Highway while ridding motorcycles in an apparent argument that escalated.[184]
September 16,Milwaukee (8),Wisconsin,0,5[n 2],5,Police discovered four individuals wounded after a fight escalated. A fifth wounded individual was later identified at a local hospital and later arrested.[185]
September 14,Milwaukee (7),Wisconsin,0,4,4,Four people were wounded in the early morning near the Brady Street bar district.[186]
September 14,North Miami,Florida,0,5,5,Shortly before midnight five people were wounded.[187]
September 14,Los Angeles (8),California,0,4,4,Four people were wounded near San Julian Park in Skid Row.[188]
September 13,Chicago (35),Illinois,2,7,9,Two people were killed and seven injured during an evening shooting in Washington Park after an argument escalated at a local park.[189]
September 13,Oakland (3),California,0,4,4,"Four people including two bystanders were wounded after gunfire erupted, during a vehicle collision involving moving and parked cars.[190]"
September 12,Oklahoma City (1),Oklahoma,0,4,4,Four people were wounded in a drive-by shooting while sitting on a porch.[191]
September 11,Detroit (10),Michigan,0,4,4,Four people were wounded in the early morning in a drive-by shooting in the Southeast side of the city.[192]
September 11,Durham (2),North Carolina,1,3,4,"One person was killed, three others were wounded on Apex Highway near Westpark Dr.[193]"
September 11,Santa Fe,New Mexico,0,5,5,Five people were wounded at a birthday party near Paseo Feliz.[194]
September 11,Grand Rapids (4),Michigan,0,4,4,"Four people were wounded by gunfire in the early morning hours during what Grand Rapids police described as a ""large disorderly gathering"" near the Blue Bridge in the downtown area of the city.[195]"
September 10,Lexington (4),Kentucky,0,4,4,Four people were wounded in a shooting on New Circle Road and Versailles Road.[196]
September 10,Plainfield,Indiana,2,2,4,"Four people were shot, two fatally, at the White House Suites motel.[197]"
September 9,Minneapolis (8),Minnesota,1,3[n 4],4,"Two pregnant women and two men were shot at from a passing vehicle at the 4th Street Saloon in the Hawthorne neighborhood. A 34-year-old man, died of his injuries.[198]"
September 9,Little Rock (2),Arkansas,1,4,5,"Three people in a car were shot, one fatally, near the 1000 block of South Van Buren St; and two bystanders were wounded by shrapnel.[199]"
September 9,New York City (14),New York,0,4,4,Four people were wounded in a shooting in the NYCHA Pelham Park Houses located in the Allerton neighborhood of the Bronx.[200]
September 9,Elk Mills,Maryland,5[n 2],0,5,Five people were found shot to death in a murder-suicide at a home on Hebron Court. Among the victims were three children.[201]
September 9,Minneapolis (7),Minnesota,1,3,4,"Just after 1 a.m., at the Bullwinkle Saloon in the Cedar-Riverside neighborhood, a 34-year-old man was killed by gunfire, and three others injured.[202]"
September 8,Minneapolis (6),Minnesota,0,4,4,"At about 9:12 p.m., four people were shot, two of which were hospitalized with life-threatening injuries, in an incident near the Winner Gas Station on West Broadway in the Hawthorne neighborhood.[203]"
September 7,Lexington (3),Kentucky,0,11,11,"A fight broke out involving two uninvited, non-university, people led to gunfire wounding 11 students at a house party in the North Elizabeth Street neighborhood adjacent to the University of Kentucky.[204]"
September 7,Washington (8),District of Columbia,1,3,4,"Four people were shot, one fatally, in an afternoon drive-by shooting on Chesapeake St SE in the Washington Highlands neighborhood. The shooting occurred within 1,000 feet (300 m) of a school (a violation of the Gun-Free School Zones Act of 1990) while an after-school program was in session.[205]"
September 5,Kansas City (3),Missouri,2,2,4,"Four people were shot, two fatally, at a house party.[206]"
September 5,St. Louis (4),Missouri,0,4,4,Four people were shot in a drive-by shooting in the O'Fallon neighborhood.[207]
September 5,Phoenix (7),Arizona,0,4,4,"Two people were shot inside an apartment unit at Sunrise Vista Apartments with stray bullets entering a next door apartment to strike two bystanders, including a child.[208]"
September 5,Hartwell,Georgia,1,3,4,"Four people were shot, one fatally, in the parking lot of Jack's Bar and Grill, a nightclub along Highway 29.[209]"
September 5,East Cleveland,Ohio,1,9,10,"Ten people were shot, one fatally, at a Shaw High School alumni reunion afterparty outside Just Us Lounge and Deli.[210]"
September 5,Philadelphia (19),Pennsylvania,2,4,6,"Six people were shot, two fatally, by multiple shooters at an outdoor party in Franklinville.[211]"
September 4,Indiantown,Florida,1,4,5,An argument between two people at a large street gathering in Booker Park resulted in one person killed and four others wounded.[212]
September 4,Lauderdale Lakes,Florida,0,4,4,Four people were shot including two teenagers at a youth football tournament at Boyd Anderson High School. The shooting occurred within 1000' of a school.[213]
September 4,Saint Paul (2),Minnesota,3,2,5,Three people were killed and two others were wounded by gunfire inside a home on Case Avenue in the Payne-Phalen neighborhood in Saint Paul.[214]
September 4,Chicago (34),Illinois,2,2,4,"Four people were shot, two fatally, in a walk-up shooting on S Kingston Ave in South Chicago.[215]"
September 4,Charleston (2),South Carolina,0,5,5,Five people were shot near King and Morris Streets.[216]
September 4,Norfolk (4),Virginia,2,5,7,"Seven people were shot, two fatally, during an argument at a house party in Highland Park near Old Dominion University. Among the casualties were several Norfolk State University students caught in the crossfire.[217]"
September 3,Birmingham (4),Alabama,2,2,4,"Four people were shot, two fatally, at Elyton Village.[218]"
September 3,Palatka,Florida,2,2,4,"After an argument broke out, four people were shot, two fatally, outside of Vick's Supper Club on North 18th Street. A fifth person was injured from a bludgeoning.[219]"
September 3,Yorkville,Illinois,0,4,4,Four people were shot at a party on the 8400 block of Immanuel Road after an argument.[220][221]
September 3,Capitol Heights,Maryland,1,3,4,"A teenager was killed, and three others wounded including one other teenager, in a targeted shooting inside a 7-Eleven on Ritchie Road.[222]"
September 3,Chico,California,0,5,5,Five people were shot at a house party.[223]
September 3,Dover,Delaware,0,4,4,Four people were wounded after a non-student fired into a crowd near the basketball courts at Delaware State University.[224]
September 2,New York City (13),New York,0,4,4,"Four people were wounded in a drive-by shooting at an outlaw motorcycle gang clubhouse in  Greenpoint, Brooklyn.[225]"
September 2,Minneapolis (5),Minnesota,0,4,4,"Four people were shot, two critically, outside the Merwin Liquors store on West Broadway Avenue in Minneapolis. A fight inside the store preceded the shooting.[226]"
September 2,Fresno (4),California,2,3,5,"Five people were shot, two fatally, at a stash house in downtown Fresno.[227]"
August 30,Cando,North Dakota,4[n 2],0,4,Four people were found dead from gunshot wounds in a wheat field. Authorities say it was likely a murder-suicide.[228]
August 29,Jennings,Missouri,0,4,4,"Four people were shot at the 8800 block of Cozens Avenue. The shooting occurred near a school, which was put on lockdown for about twenty minutes after the shooting.[229]"
August 28,Bend,Oregon,3[n 2],2,5,"2022 Bend, Oregon shooting: After posting a manifesto online, a 20-year-old man shot four people, two fatally, at the Forum Shopping Center's Safeway store before committing suicide.[230]"
August 28,Phoenix (6),Arizona,3[n 2],5,8,"2022 Phoenix shooting:  person armed with a semi-automatic rifle and molotov cocktails shot up a Days Inn motel in Deer Valley killing two people, and wounding five others including two police officers.[231][232]"
August 28,Los Angeles (7),California,0,6,6,Six people were shot at a bar in Boyle Heights after an argument.[233]
August 28,Denver (5),Colorado,0,4,4,Two adults and two juveniles were shot in the Sunnyside neighborhood around midnight.[234]
August 28,Houston (10),Texas,4[n 2],2,6,"An individual lit several residences on fire and opened fire on evacuating individuals and first responders. Four people, including the shooter were killed and two others injured.[235]"
